"Engine","Line","Method"
"VariableAccess","public Void Deconstruct(String& FilePath, Int32& Line, Int32& Column, String& AccessKind, String& ContextStack, Boolean&","Deconstruct"
"VariableLifetimeReport","public String ToString()","ToString"
"VariableLifetimeReport","public Int32 GetHashCode()","GetHashCode"
"VariableLifetimeReport","public Boolean Equals(Object obj)","Equals"
"VariableLifetimeReport","public Boolean Equals(VariableLifetimeReport other)","Equals"
"VariableLifetimeReport","public VariableLifetimeReport <Clone>$()","<Clone>$"
"VerbosityRewriter","public SyntaxNode VisitObjectCreationExpression(ObjectCreationExpressionSyntax node)","VisitObjectCreationExpression"
"VerbosityRewriter","public SyntaxNode VisitIfStatement(IfStatementSyntax node)","VisitIfStatement"
"WorkspaceHealthReport","public String ToString()","ToString"
"WorkspaceHealthReport","public Int32 GetHashCode()","GetHashCode"
"WorkspaceHealthReport","public Boolean Equals(Object obj)","Equals"
"WorkspaceHealthReport","public Boolean Equals(WorkspaceHealthReport other)","Equals"
"WorkspaceHealthReport","public WorkspaceHealthReport <Clone>$()","<Clone>$"
"WorkspaceHealthReport","public Void Deconstruct(Boolean& IsOperational, Boolean& HasLoadedSolution, String& SolutionPath, Int32& ProjectCount, I","Deconstruct"
"WorkspaceStatus","public String ToString()","ToString"
"WorkspaceStatus","public Int32 GetHashCode()","GetHashCode"
"WorkspaceStatus","public Boolean Equals(Object obj)","Equals"
"WorkspaceStatus","public Boolean Equals(WorkspaceStatus other)","Equals"
"WorkspaceStatus","public WorkspaceStatus <Clone>$()","<Clone>$"
"WorkspaceStatus","public Void Deconstruct(Int32& State, Boolean& SolutionLoaded, String& SolutionPath, Int32& ProjectCount, Int32& Documen","Deconstruct"
