Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Source code,Lines of Executable code
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiffEngine, ,55,24,1,19,132,58
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiffEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiffEngine,separatorArray : string[],87,0,,0,1,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiffEngine,DiffEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiffEngine,"ApplyDiff(SourceText, string) : SourceText",42,15,,16,75,37
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiffEngine,"CreateDiff(string, string) : string",52,8,,3,45,19
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine, ,48,152,1,105,777,335
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,DiscoveryEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"FindAllThrowSitesAsync(string?, string?, string?, bool, CancellationToken) : Task<List<ThrowSiteInfo>>",41,15,,22,85,41
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"BuildThrowSiteInfo(SyntaxNode, ExpressionSyntax?, string) : ThrowSiteInfo?",49,11,,25,58,22
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"FindObjectCreationSitesAsync(string, string?, string?, bool, CancellationToken) : Task<List<ObjectCreationSite>>",40,17,,30,94,40
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"GetPublicApiSurfaceAsync(string, bool, bool, bool, CancellationToken) : Task<List<ApiSurfaceEntry>>",32,28,,35,120,66
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"GetDocuments(Solution, string?, string?) : IEnumerable<Document>",67,3,,11,13,6
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,GetContainingMemberName(SyntaxNode) : string,66,5,,6,21,8
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,ExtractXmlDocSummary(SyntaxNode) : string?,55,4,,10,28,15
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,InferImplicitCreationType(ImplicitObjectCreationExpressionSyntax) : string?,65,7,,9,22,7
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"FindBestInsertionPointAsync(FilePath, string, string, CancellationToken) : Task<BestInsertionResult>",43,7,,27,81,34
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,TodoKeywords : string[],85,0,,0,1,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"TodoSeverity : Dictionary<string, int>",79,0,,3,8,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"ContainsKeywordWithWordBoundary(string, string) : bool",83,1,,2,7,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"FindTodoFixmeCommentsAsync(string?, string?, CancellationToken) : Task<List<TodoCommentFinding>>",45,15,,23,58,28
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"PreviewRenameImpactAsync(FilePath, string, string?, string?, string?, CancellationToken) : Task<RenameImpactPreview>",44,10,,33,58,28
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DiscoveryEngine,"FindAttributeUsagesAsync(string, string?, string?, CancellationToken) : Task<List<AttributeUsageSite>>",38,28,,45,99,35
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DuplicateMethodGroup, ,100,1,1,2,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DuplicateMethodGroup,"DuplicateMethodGroup(string, List<MethodLocation>)",100,1,,2,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DuplicateMethodGroup,Hash : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,DuplicateMethodGroup,Locations : List<MethodLocation>,100,0,,2,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap, ,100,1,1,2,6,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap,"EnumSwitchGap(FilePath, int, string, List<string>, string)",100,1,,2,6,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap,filePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap,Line : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap,EnumTypeName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap,MissingMembers : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,EnumSwitchGap,MethodName : string,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo, ,100,1,1,1,8,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,"ExtensionMethodInfo(string, string, string, string, string?, Nullable<int>)",100,1,,1,8,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,MethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,Signature : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,DefiningClass : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,DefiningNamespace : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,FilePath : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtensionMethodInfo,Line : Nullable<int>,100,0,,1,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtractMethodResult, ,100,1,1,0,7,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ExtractMethodResult,"ExtractMethodResult(bool, string?, string?, string?, string?, string?)",100,1,,0,7,0
